Subtitle Text Raw,Subtitle Text Clean,Subtitle Text,Start Time,End Time,Video Title,YouTube ID
or this is also referred to as a step,or this is also referred to as a step,or this is also referred to as a step,00:22:39.679,00:22:44.880,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
function and here we can also set the,function and here we can also set the,function and here we can also set the,00:22:42.000,00:22:46.640,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
threshold in this case it is that's why,threshold in this case it is that's why,threshold in this case it is that's why,00:22:44.880,00:22:48.240,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
it's called the threshold function,it's called the threshold function,it's called the threshold function,00:22:46.640,00:22:50.720,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
normally it is 0 but you can also set a,normally it is 0 but you can also set a,normally it is 0 but you can also set a,00:22:48.240,00:22:52.559,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
different value for the threshold now,different value for the threshold now,different value for the threshold now,00:22:50.720,00:22:54.240,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
the difference between this and the,the difference between this and the,the difference between this and the,00:22:52.559,00:22:57.120,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
sigmoid is that here the change is rapid,sigmoid is that here the change is rapid,sigmoid is that here the change is rapid,00:22:54.240,00:22:59.840,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
or instantaneous as the x value comes,or instantaneous as the x value comes,or instantaneous as the x value comes,00:22:57.120,00:23:02.799,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
from negative up to zero it remains zero,from negative up to zero it remains zero,from negative up to zero it remains zero,00:22:59.840,00:23:06.240,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
and at zero it pretty much immediately,and at zero it pretty much immediately,and at zero it pretty much immediately,00:23:02.799,00:23:08.640,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
increases to 1 okay so this is a,increases to 1 okay so this is a,increases to 1 okay so this is a,00:23:06.240,00:23:11.280,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
mathematical representation of threshold,mathematical representation of threshold,mathematical representation of threshold,00:23:08.640,00:23:13.919,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
function phi x is equal to 1 if x is,function phi x is equal to 1 if x is,function phi x is equal to 1 if x is,00:23:11.280,00:23:16.799,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
greater than equal to 0 and 0 if x is,greater than equal to 0 and 0 if x is,greater than equal to 0 and 0 if x is,00:23:13.919,00:23:18.799,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
less than 0. so for all negative values,less than 0. so for all negative values,less than 0. so for all negative values,00:23:16.799,00:23:20.640,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
it is 0 which since we have set the,it is 0 which since we have set the,it is 0 which since we have set the,00:23:18.799,00:23:23.120,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
threshold to be 0 so as soon as it,threshold to be 0 so as soon as it,threshold to be 0 so as soon as it,00:23:20.640,00:23:25.679,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
reaches 0 it becomes 1. you see the,reaches 0 it becomes 1. you see the,reaches 0 it becomes 1. you see the,00:23:23.120,00:23:28.640,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
difference between this and the previous,difference between this and the previous,difference between this and the previous,00:23:25.679,00:23:31.520,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
one which is basically the sigmoid where,one which is basically the sigmoid where,one which is basically the sigmoid where,00:23:28.640,00:23:34.720,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
the increase from 0 to 1 is gradual and,the increase from 0 to 1 is gradual and,the increase from 0 to 1 is gradual and,00:23:31.520,00:23:37.120,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
here it is instantaneous and that's why,here it is instantaneous and that's why,here it is instantaneous and that's why,00:23:34.720,00:23:39.200,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
this is also known as a step function,this is also known as a step function,this is also known as a step function,00:23:37.120,00:23:41.440,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
threshold function or step function this,threshold function or step function this,threshold function or step function this,00:23:39.200,00:23:43.679,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
is a relu a relu is one of the most,is a relu a relu is one of the most,is a relu a relu is one of the most,00:23:41.440,00:23:46.159,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
popular activation functions today this,popular activation functions today this,popular activation functions today this,00:23:43.679,00:23:48.799,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
is the definition of relu phi x is equal,is the definition of relu phi x is equal,is the definition of relu phi x is equal,00:23:46.159,00:23:51.679,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
to max of x comma zero what it says is,to max of x comma zero what it says is,to max of x comma zero what it says is,00:23:48.799,00:23:54.400,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
if the value of x is less than zero then,if the value of x is less than zero then,if the value of x is less than zero then,00:23:51.679,00:23:55.679,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
phi x is,phi x is,phi x is,00:23:54.400,00:23:58.880,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
zero the moment it increases goes beyond,zero the moment it increases goes beyond,zero the moment it increases goes beyond,00:23:55.679,00:24:03.600,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
zero the value of phi x is equal to x so,zero the value of phi x is equal to x so,zero the value of phi x is equal to x so,00:23:58.880,00:24:06.720,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
it doesn't stop at one actually it goes,it doesn't stop at one actually it goes,it doesn't stop at one actually it goes,00:24:03.600,00:24:08.799,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
all the way so as the value of x,all the way so as the value of x,all the way so as the value of x,00:24:06.720,00:24:10.720,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI
