Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:17:28.160,00:17:33.280,fired or not so that is the output like,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,fired or not so that is the output like,fired or not so that is the output like
00:17:30.799,00:17:35.280,a binary output 0 or 1. all right so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,a binary output 0 or 1. all right so,a binary output 0 or 1. all right so
00:17:33.280,00:17:36.960,again let me summarize this so it takes,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,again let me summarize this so it takes,again let me summarize this so it takes
00:17:35.280,00:17:39.280,the inputs so if you're processing an,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the inputs so if you're processing an,the inputs so if you're processing an
00:17:36.960,00:17:42.559,image for example the inputs are the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,image for example the inputs are the,image for example the inputs are the
00:17:39.280,00:17:44.559,pixel values of the image x1 x2 up to xn,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,pixel values of the image x1 x2 up to xn,pixel values of the image x1 x2 up to xn
00:17:42.559,00:17:46.480,there could be hundreds of these so all,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,there could be hundreds of these so all,there could be hundreds of these so all
00:17:44.559,00:17:48.559,of those are fed as so these are some,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,of those are fed as so these are some,of those are fed as so these are some
00:17:46.480,00:17:51.200,values and these pixel values again can,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,values and these pixel values again can,values and these pixel values again can
00:17:48.559,00:17:54.400,be from 0 to 56 each of those pixel,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,be from 0 to 56 each of those pixel,be from 0 to 56 each of those pixel
00:17:51.200,00:17:56.160,values are then multiplied with what is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,values are then multiplied with what is,values are then multiplied with what is
00:17:54.400,00:17:58.160,known as a weight this is a numeric,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,known as a weight this is a numeric,known as a weight this is a numeric
00:17:56.160,00:18:01.360,value can be any value so this is a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,value can be any value so this is a,value can be any value so this is a
00:17:58.160,00:18:03.679,number w1 similarly w2 is a number so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,number w1 similarly w2 is a number so,number w1 similarly w2 is a number so
00:18:01.360,00:18:05.600,initially some random values will be,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,initially some random values will be,initially some random values will be
00:18:03.679,00:18:07.520,assigned and each of these weights are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,assigned and each of these weights are,assigned and each of these weights are
00:18:05.600,00:18:09.919,multiplied with the input value and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,multiplied with the input value and,multiplied with the input value and
00:18:07.520,00:18:12.320,their sum this is known as the weighted,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,their sum this is known as the weighted,their sum this is known as the weighted
00:18:09.919,00:18:14.960,sum so that is performed in this kind of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,sum so that is performed in this kind of,sum so that is performed in this kind of
00:18:12.320,00:18:17.440,the central unit and then a bias is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the central unit and then a bias is,the central unit and then a bias is
00:18:14.960,00:18:20.080,added remember the bias is common for,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,added remember the bias is common for,added remember the bias is common for
00:18:17.440,00:18:21.760,each neuron so this is not the bias,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,each neuron so this is not the bias,each neuron so this is not the bias
00:18:20.080,00:18:24.559,value is not one,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,value is not one,value is not one
00:18:21.760,00:18:26.640,bias value for per input so just keep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,bias value for per input so just keep,bias value for per input so just keep
00:18:24.559,00:18:28.640,that in mind the bias value there is one,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,that in mind the bias value there is one,that in mind the bias value there is one
00:18:26.640,00:18:31.360,bias per neuron so it is like this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,bias per neuron so it is like this,bias per neuron so it is like this
00:18:28.640,00:18:33.200,summation plus bias is the output from,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,summation plus bias is the output from,summation plus bias is the output from
00:18:31.360,00:18:34.880,the section this is not the complete,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the section this is not the complete,the section this is not the complete
00:18:33.200,00:18:37.600,output of the neuron but this is the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,output of the neuron but this is the,output of the neuron but this is the
00:18:34.880,00:18:39.200,bias for output for step one that goes,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,bias for output for step one that goes,bias for output for step one that goes
00:18:37.600,00:18:41.520,as an input to what is known as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as an input to what is known as,as an input to what is known as
00:18:39.200,00:18:44.320,activation function and that activation,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,activation function and that activation,activation function and that activation
00:18:41.520,00:18:46.720,function results in an output usually a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function results in an output usually a,function results in an output usually a
00:18:44.320,00:18:49.440,binary output like a zero or a one which,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,binary output like a zero or a one which,binary output like a zero or a one which
